StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q4,Q5,Q25_1,Q27_1,Q27_2,Q28,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q31,Q33_1,Q35_1,Q35_2,Q36,Q37_1,Q37_2,Q37_3,Q37_4,Q37_5,Q38_1,Q38_2,Q38_3,Q38_4,Q38_5,Q38_6,Q38_7,Q38_8,Q39,Q41_1,Q43_1,Q43_2,Q44,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Q46_1,Q46_2,Q46_3,Q46_4,Q46_5,Q46_6,Q46_7,Q46_8,Q47,Q49_1,Q51_1,Q51_2,Q52,Q53_1,Q53_2,Q53_3,Q53_4,Q53_5,Q54_1,Q54_2,Q54_3,Q54_4,Q54_5,Q54_6,Q54_7,Q54_8,Q55,Q57
2025-11-17 12:06:08,2025-11-17 12:10:19,IP Address,137.208.30.100,100,251,True,2025-11-17 12:10:19,R_2gBb51ZdGFbp7JD,,,,,48.217,16.3944,anonymous,DE,Yes,Female,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,6,6,6,2,2,6,6,6,6,5,5,1,5,6,,,,,,,,,,,,,,,,,,,Yes
2025-11-17 12:14:21,2025-11-17 12:18:18,IP Address,137.208.30.100,100,236,True,2025-11-17 12:18:18,R_2IXmSpxSg8VZtBW,,,,,48.217,16.3944,anonymous,DE,Yes,Male,22,3,,stimme völlig zu,,6,5,6,5,6,6,5,6,4,4,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-17 12:16:36,2025-11-17 12:19:24,IP Address,137.208.30.100,100,168,True,2025-11-17 12:19:25,R_2QB7qLdC0MHPXPP,,,,,48.217,16.3944,anonymous,DE,Yes,Male,27,5,,,,4,4,5,6,5,5,4,3,4,6,2,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
2025-11-17 12:15:49,2025-11-17 12:19:40,IP Address,137.208.30.100,100,230,True,2025-11-17 12:19:40,R_2KupsyYkqb9PrFJ,,,,,48.217,16.3944,anonymous,DE,Yes,Female,24,4,,,,3,3,3,2,3,2,2,5,3,4,2,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-17 12:18:40,2025-11-17 12:20:13,IP Address,137.208.30.100,100,92,True,2025-11-17 12:20:13,R_2g64DujKIq0SXEs,,,,,48.217,16.3944,anonymous,DE,Yes,Male,22,,,,,,,,,,,,,,,,,,,4,stimme völlig zu,,,5,5,5,5,5,6,6,6,4,4,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
2025-11-17 12:15:20,2025-11-17 12:20:14,IP Address,137.208.30.100,100,293,True,2025-11-17 12:20:14,R_2HpKWld1mT7UfCt,,,,,48.217,16.3944,anonymous,DE,Yes,Female,20,,,,,,,,,,,,,,,,,,,5,,,,4,4,3,3,4,5,4,6,4,3,3,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
2025-11-17 12:16:42,2025-11-17 12:20:27,IP Address,137.208.30.100,100,225,True,2025-11-17 12:20:28,R_22Fqu0LArSZIMwq,,,,,48.217,16.3944,anonymous,DE,Yes,Male,21,,,,,,,,,,,,,,,,,,,3,stimme völlig zu,,,6,6,5,4,6,5,5,6,6,5,5,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
2025-11-17 13:16:12,2025-11-17 13:19:35,IP Address,137.208.30.100,100,203,True,2025-11-17 13:19:36,R_2mWBFZEzTGTB99K,,,,,48.217,16.3944,anonymous,DE,Yes,Male,20,,,,,,,,,,,,,,,,,,,5,,lehne völlig ab,,3,2,1,1,1,1,2,7,1,1,1,2,1,very low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-17 13:15:23,2025-11-17 13:20:13,IP Address,137.208.30.100,100,289,True,2025-11-17 13:20:14,R_2dV9iXk7EtocLZf,,,,,48.217,16.3944,anonymous,DE,Yes,Female,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,lehne völlig ab,lehne völlig ab,,2,2,2,2,2,2,1,6,1,1,1,1,1,very low,Yes
2025-11-17 13:19:53,2025-11-17 13:21:24,IP Address,137.208.30.100,100,90,True,2025-11-17 13:21:25,R_2j8s3twZkjA2owx,,,,,48.217,16.3944,anonymous,DE,Yes,Male,20,6,,lehne völlig ab,sehr niedrig,2,1,1,2,2,1,1,7,1,1,2,1,1,very low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
2025-11-17 14:12:55,2025-11-17 14:15:38,IP Address,137.208.30.100,100,162,True,2025-11-17 14:15:38,R_8pGyLHEKmrcMS9f,,,,,48.217,16.3944,anonymous,DE,Yes,Female,23,2,stimme völlig zu,,,5,5,4,3,4,4,3,6,4,4,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
2025-11-17 14:15:02,2025-11-17 14:18:32,IP Address,137.208.30.100,100,209,True,2025-11-17 14:18:33,R_224izBzFreVIZdU,,,,,48.217,16.3944,anonymous,DE,Yes,Female,22,1,7,stimme völlig zu,sehr hoch,7,7,7,7,7,7,6,7,7,7,7,7,7,very high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-17 15:12:32,2025-11-17 15:13:52,IP Address,137.208.30.100,100,79,True,2025-11-17 15:13:52,R_2nOiDaQKR0ALdHP,,,,,48.217,16.3944,anonymous,DE,Yes,Female,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,5,4,5,4,4,4,3,4,5,4,3,4,4,4,Yes
2025-11-17 15:14:19,2025-11-17 15:17:43,IP Address,137.208.30.100,100,203,True,2025-11-17 15:17:43,R_2Ca4teGPUg1vdrE,,,,,48.217,16.3944,anonymous,DE,Yes,Male,19,,,,,,,,,,,,,,,,,,,6,,,,2,1,2,1,1,1,1,2,2,2,1,1,1,very low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-17 15:14:28,2025-11-17 15:18:42,IP Address,137.208.30.100,100,254,True,2025-11-17 15:18:42,R_8boB8d6LeWY0I5H,,,,,48.217,16.3944,anonymous,DE,Yes,Female,19,,,,,,,,,,,,,,,,,,,5,,,,4,2,1,1,2,1,1,6,4,2,2,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
2025-11-17 15:15:46,2025-11-17 15:20:27,IP Address,137.208.30.100,100,281,True,2025-11-17 15:20:27,R_85NpaGnZWbuSJ4i,,,,,48.217,16.3944,anonymous,DE,Yes,Female,22,1,lehne völlig ab,lehne völlig ab,sehr hoch,7,7,7,7,7,7,7,7,7,7,7,7,7,very high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-17 15:18:03,2025-11-17 15:21:30,IP Address,137.208.30.100,100,207,True,2025-11-17 15:21:30,R_8fy4VusbzpYFAoP,,,,,48.217,16.3944,anonymous,DE,Yes,Male,22,,,,,,,,,,,,,,,,,,,4,,,,2,2,1,2,1,2,2,4,2,1,1,1,1,very low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
2025-11-17 16:10:11,2025-11-17 16:12:36,IP Address,137.208.30.100,100,145,True,2025-11-17 16:12:37,R_2gMCR4PWLmP4GdI,,,,,48.217,16.3944,anonymous,DE,Yes,Male,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,lehne völlig ab,,2,2,1,1,1,2,1,4,1,1,1,1,1,very low,Yes
2025-11-17 16:10:27,2025-11-17 16:14:13,IP Address,137.208.30.100,100,226,True,2025-11-17 16:14:14,R_8SpZK1nMWPDXr7A,,,,,48.217,16.3944,anonymous,DE,Yes,Male,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,lehne völlig ab,lehne völlig ab,sehr niedrig,2,1,1,1,1,1,1,1,1,1,1,1,1,very low,Yes
2025-11-17 16:14:17,2025-11-17 16:47:42,IP Address,137.208.30.100,100,2004,True,2025-11-17 16:47:43,R_2sUo9MVZvjRub4J,,,,,48.217,16.3944,anonymous,DE,Yes,Male,21,,,,,,,,,,,,,,,,,,,3,,,,6,5,5,5,5,6,6,4,2,2,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-18 09:13:13,2025-11-18 09:17:01,IP Address,137.208.30.100,100,227,True,2025-11-18 09:17:02,R_2ASd9ELHZ7wRt9U,,,,,48.217,16.3944,anonymous,DE,Yes,Male,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,stimme völlig zu,stimme völlig zu,,5,4,4,5,3,5,4,7,5,5,5,3,4,5,,,,,,,,,,,,,,,,,,,Yes
2025-11-18 09:15:27,2025-11-18 09:18:00,IP Address,137.208.30.100,100,153,True,2025-11-18 09:18:01,R_2NxnmcaGOZFRre7,,,,,48.217,16.3944,anonymous,DE,Yes,Female,21,,,,,,,,,,,,,,,,,,,5,,,,4,3,3,4,3,3,3,3,2,3,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-18 09:11:45,2025-11-18 09:18:49,IP Address,137.208.30.100,100,424,True,2025-11-18 09:18:50,R_8MFL3tY0dHZoAeu,,,,,48.217,16.3944,anonymous,DE,Yes,Female,20,3,7,7,,6,6,5,5,6,5,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-18 09:17:26,2025-11-18 09:21:00,IP Address,137.208.30.100,100,214,True,2025-11-18 09:21:01,R_2kbIeEtsFOgNbb6,,,,,48.217,16.3944,anonymous,DE,Yes,Male,20,,,,,,,,,,,,,,,,,,,5,,,,2,2,2,3,3,1,1,6,3,3,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-18 09:18:46,2025-11-18 09:22:11,IP Address,137.208.30.100,100,204,True,2025-11-18 09:22:11,R_8Z0hwcmHlmIzzup,,,,,48.217,16.3944,anonymous,DE,Yes,Female,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,6,5,5,4,4,4,5,5,3,3,3,2,3,4,Yes
2025-11-18 10:13:37,2025-11-18 10:16:04,IP Address,137.208.30.100,100,146,True,2025-11-18 10:16:04,R_8oprOb2K7Y87kdc,,,,,48.217,16.3944,anonymous,DE,Yes,Male,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,2,2,2,2,3,2,2,2,2,2,2,2,very low,No
2025-11-18 10:16:55,2025-11-18 10:20:06,IP Address,137.208.30.100,100,190,True,2025-11-18 10:20:06,R_8C8D5cSdYy13f8J,,,,,48.217,16.3944,anonymous,DE,Yes,Female,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,lehne völlig ab,lehne völlig ab,,4,3,3,4,3,3,4,5,2,2,2,3,3,2,Yes
2025-11-18 10:17:52,2025-11-18 10:22:40,IP Address,137.208.30.100,100,288,True,2025-11-18 10:22:41,R_2R8QKFi1XY6FmmH,,,,,48.217,16.3944,anonymous,DE,Yes,Male,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,4,3,3,3,4,4,3,7,4,3,2,3,3,4,Yes
2025-11-18 10:24:21,2025-11-18 10:30:50,IP Address,137.208.30.100,100,389,True,2025-11-18 10:30:51,R_8oa8kSHnT9XGLOV,,,,,48.217,16.3944,anonymous,DE,Yes,Female,20,1,7,stimme völlig zu,,6,6,6,5,6,6,6,7,7,7,7,7,7,very high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-18 11:14:04,2025-11-18 11:16:42,IP Address,137.208.30.100,100,157,True,2025-11-18 11:16:42,R_8fxQk0wKdrqzvZT,,,,,48.217,16.3944,anonymous,DE,Yes,Female,20,,,,,,,,,,,,,,,,,,,5,,,,1,2,3,1,2,2,1,5,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-18 11:13:18,2025-11-18 11:16:55,IP Address,137.208.30.100,100,217,True,2025-11-18 11:16:56,R_8dhEWqiuMjAWFWN,,,,,48.217,16.3944,anonymous,DE,Yes,Female,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,2,3,4,5,3,3,4,3,5,4,5,6,6,4,,,,,,,,,,,,,,,,,,,Yes
2025-11-18 11:13:23,2025-11-18 11:17:40,IP Address,137.208.30.100,100,256,True,2025-11-18 11:17:40,R_2PZGYlML7FncxlD,,,,,48.217,16.3944,anonymous,DE,Yes,Female,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,4,3,2,2,4,3,3,5,3,3,2,4,2,2,Yes
2025-11-18 11:17:00,2025-11-18 11:18:39,IP Address,137.208.30.100,100,98,True,2025-11-18 11:18:39,R_8ml5J9LtuGECt16,,,,,48.217,16.3944,anonymous,DE,Yes,Female,20,,,,,,,,,,,,,,,,,,,5,,,,2,1,2,1,2,2,1,6,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-18 11:16:17,2025-11-18 11:20:08,IP Address,137.208.30.100,100,231,True,2025-11-18 11:20:09,R_2VEeFXc6Z7eK3Qq,,,,,48.217,16.3944,anonymous,DE,Yes,Male,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,stimme völlig zu,stimme völlig zu,,6,6,7,6,7,5,5,7,6,6,6,1,5,very high,,,,,,,,,,,,,,,,,,,Yes
2025-11-18 12:15:11,2025-11-18 12:17:37,IP Address,137.208.30.100,100,145,True,2025-11-18 12:17:37,R_8Vz2Qe11uYzBOxU,,,,,48.217,16.3944,anonymous,DE,Yes,Female,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,stimme völlig zu,,,2,2,3,1,3,2,1,6,2,1,1,3,3,2,,,,,,,,,,,,,,,,,,,No
2025-11-18 12:15:51,2025-11-18 12:18:58,IP Address,137.208.30.100,100,186,True,2025-11-18 12:18:58,R_8pv2SOO5ptZj40F,,,,,48.217,16.3944,anonymous,DE,Yes,Female,21,6,,7,sehr niedrig,6,6,7,2,6,5,6,7,6,7,7,6,6,very high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-18 12:18:02,2025-11-18 12:19:28,IP Address,137.208.30.100,100,86,True,2025-11-18 12:19:28,R_8oIbb0uThh7H9QX,,,,,48.217,16.3944,anonymous,DE,Yes,Female,20,,,,,,,,,,,,,,,,,,,4,,,,4,3,3,5,3,3,2,3,2,4,4,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-18 12:21:23,2025-11-18 12:25:11,IP Address,137.208.30.100,100,227,True,2025-11-18 12:25:11,R_27sBcRCoyO9VHPd,,,,,48.217,16.3944,anonymous,DE,Yes,Male,21,,,,,,,,,,,,,,,,,,,6,,lehne völlig ab,sehr niedrig,1,7,1,1,1,1,1,4,1,1,1,1,1,very low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-18 12:19:26,2025-11-18 12:27:59,IP Address,137.208.30.100,100,512,True,2025-11-18 12:27:59,R_2EbdAYTfJZlkcIo,,,,,48.217,16.3944,anonymous,DE,Yes,Female,20,2,stimme völlig zu,7,,6,6,6,5,6,7,2,7,7,7,5,5,4,very high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-18 12:23:32,2025-11-18 12:31:40,IP Address,137.208.30.100,100,487,True,2025-11-18 12:31:40,R_8Cnr2Br7y2vY5nr,,,,,48.217,16.3944,anonymous,DE,Yes,Male,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,7,sehr hoch,6,7,7,6,6,6,6,7,7,7,6,7,7,6,,,,,,,,,,,,,,,,,,,Yes
2025-11-18 13:11:21,2025-11-18 13:13:32,IP Address,137.208.30.100,100,131,True,2025-11-18 13:13:33,R_2fqBrnENVELS48H,,,,,48.217,16.3944,anonymous,DE,Yes,Female,20,,,,,,,,,,,,,,,,,,,6,lehne völlig ab,lehne völlig ab,sehr niedrig,1,1,1,1,1,1,1,4,1,1,1,1,1,very low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-18 13:12:31,2025-11-18 13:15:22,IP Address,137.208.30.100,100,171,True,2025-11-18 13:15:23,R_83ngPSXLgs5zVXH,,,,,48.217,16.3944,anonymous,DE,Yes,Female,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,lehne völlig ab,sehr niedrig,1,1,1,1,1,1,1,5,1,1,1,1,1,very low,Yes
2025-11-18 13:13:35,2025-11-18 13:16:33,IP Address,137.208.30.100,100,178,True,2025-11-18 13:16:34,R_8Dj9RF7cSHzi2pI,,,,,48.217,16.3944,anonymous,DE,Yes,Female,20,3,,,,7,7,6,7,7,7,7,7,5,6,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-18 13:15:43,2025-11-18 13:19:41,IP Address,137.208.30.100,100,238,True,2025-11-18 13:19:42,R_8s193A7GgUszEu2,,,,,48.217,16.3944,anonymous,DE,Yes,Female,28,,,,,,,,,,,,,,,,,,,5,,,,5,2,1,3,1,2,2,5,1,1,1,2,2,very low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-18 14:14:14,2025-11-18 14:18:03,IP Address,137.208.30.100,100,228,True,2025-11-18 14:18:04,R_8Qs6pM0HdD2N9DS,,,,,48.217,16.3944,anonymous,DE,Yes,Female,21,,,,,,,,,,,,,,,,,,,5,,,,4,5,3,2,3,3,3,3,2,3,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-18 14:15:57,2025-11-18 14:19:32,IP Address,137.208.30.100,100,214,True,2025-11-18 14:19:33,R_8YSaywq7HjFi7Yd,,,,,48.217,16.3944,anonymous,DE,Yes,Female,20,1,7,stimme völlig zu,,7,6,6,5,7,5,7,7,7,7,7,7,7,very high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-18 15:08:02,2025-11-18 15:11:54,IP Address,137.208.30.100,100,231,True,2025-11-18 15:11:55,R_2lHzCCdQFP6UvLP,,,,,48.217,16.3944,anonymous,DE,Yes,Female,21,4,,,,4,4,5,5,5,2,3,4,5,4,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
2025-11-18 15:11:06,2025-11-18 15:12:59,IP Address,137.208.30.100,100,113,True,2025-11-18 15:12:59,R_8EG2xnnRGCudzhL,,,,,48.217,16.3944,anonymous,DE,Yes,Male,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,4,4,3,2,3,3,3,5,3,3,3,3,3,3,Yes
2025-11-18 15:13:08,2025-11-18 15:17:36,IP Address,137.208.30.100,100,268,True,2025-11-18 15:17:37,R_8ueEDydgkghpBMl,,,,,48.217,16.3944,anonymous,DE,Yes,Male,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,6,6,5,4,6,6,6,7,7,4,1,4,very high,,,,,,,,,,,,,,,,,,,Yes
2025-11-18 15:14:08,2025-11-18 15:18:14,IP Address,137.208.30.100,100,245,True,2025-11-18 15:18:14,R_8NgfYgaySD7dCKJ,,,,,48.217,16.3944,anonymous,DE,Yes,Female,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,7,,7,6,7,6,7,7,6,7,5,7,6,5,5,6,,,,,,,,,,,,,,,,,,,No
2025-11-18 15:20:18,2025-11-18 15:24:02,IP Address,137.208.30.100,100,224,True,2025-11-18 15:24:02,R_84eBWT4B8pf32kI,,,,,48.217,16.3944,anonymous,DE,Yes,Female,20,,,,,,,,,,,,,,,,,,,5,lehne völlig ab,lehne völlig ab,,2,2,2,2,2,1,1,5,1,1,1,1,1,very low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-18 16:04:19,2025-11-18 16:09:06,IP Address,137.208.30.100,100,286,True,2025-11-18 16:09:07,R_2R1YBFvr04Fhj29,,,,,48.217,16.3944,anonymous,DE,Yes,Male,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,5,5,3,1,3,3,6,3,3,2,1,2,3,,,,,,,,,,,,,,,,,,,Yes
2025-11-18 16:10:26,2025-11-18 16:13:47,IP Address,137.208.30.100,100,201,True,2025-11-18 16:13:48,R_2ExTmTD4Zz3IMsR,,,,,48.217,16.3944,anonymous,DE,Yes,Male,20,1,7,7,sehr hoch,7,7,7,7,7,7,7,7,7,7,7,7,7,very high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-18 16:11:02,2025-11-18 16:15:13,IP Address,137.208.30.100,100,251,True,2025-11-18 16:15:14,R_2yXsv3YEWOBM3qF,,,,,48.217,16.3944,anonymous,DE,Yes,Male,20,,,,,,,,,,,,,,,,,,,4,,,,2,3,5,3,4,1,3,5,2,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
2025-11-19 09:15:48,2025-11-19 09:18:42,IP Address,137.208.30.100,100,174,True,2025-11-19 09:18:43,R_8LANKjDww5HTmSS,,,,,48.217,16.3944,anonymous,DE,Yes,Female,21,,,,,,,,,,,,,,,,,,,6,,lehne völlig ab,sehr niedrig,1,1,1,1,1,1,1,5,1,1,1,1,1,very low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-19 09:15:08,2025-11-19 09:18:56,IP Address,137.208.30.100,100,228,True,2025-11-19 09:18:56,R_8wtc1deKE1iDY7D,,,,,48.217,16.3944,anonymous,DE,Yes,Male,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,stimme völlig zu,,,5,6,6,5,6,5,4,7,5,5,4,2,5,6,Yes
2025-11-19 09:17:24,2025-11-19 09:21:55,IP Address,137.208.30.100,100,271,True,2025-11-19 09:21:56,R_2foZuSu14876c21,,,,,48.217,16.3944,anonymous,DE,Yes,Male,21,1,stimme völlig zu,,,6,5,6,6,6,6,6,6,6,6,6,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
2025-11-19 09:18:26,2025-11-19 09:22:22,IP Address,137.208.30.100,100,235,True,2025-11-19 09:22:22,R_2lTbjvRDktevM09,,,,,48.217,16.3944,anonymous,DE,Yes,Male,20,,,,,,,,,,,,,,,,,,,6,stimme völlig zu,lehne völlig ab,,2,1,1,1,1,1,1,4,1,1,1,1,1,very low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-19 09:19:00,2025-11-19 09:23:55,IP Address,137.208.30.100,100,294,True,2025-11-19 09:23:55,R_2QyHrFUwtHYGXJh,,,,,48.217,16.3944,anonymous,DE,Yes,Male,22,3,,,,3,4,4,2,2,3,1,4,2,3,6,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-19 09:17:05,2025-11-19 09:24:40,IP Address,137.208.30.100,100,455,True,2025-11-19 09:24:41,R_8m62uqxblPThBrH,,,,,48.217,16.3944,anonymous,DE,Yes,Male,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,stimme völlig zu,,7,7,7,7,6,7,6,7,7,6,6,4,5,6,,,,,,,,,,,,,,,,,,,Yes
2025-11-19 09:24:47,2025-11-19 09:25:28,IP Address,137.208.30.100,100,41,True,2025-11-19 09:25:29,R_2fE7IpdpOgLfu9S,,,,,48.217,16.3944,anonymous,DE,No,Male,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,7,sehr hoch,7,7,7,7,7,6,6,6,6,6,6,6,6,6,No
2025-11-19 09:21:02,2025-11-19 09:25:51,IP Address,137.208.30.100,100,289,True,2025-11-19 09:25:52,R_8IZVTlJ02CpGwBr,,,,,48.217,16.3944,anonymous,DE,Yes,Male,21,,,,,,,,,,,,,,,,,,,5,,,,2,2,2,2,2,2,1,1,1,1,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-19 10:12:28,2025-11-19 10:15:26,IP Address,137.208.30.100,100,177,True,2025-11-19 10:15:26,R_8z1ii4xepQkXkgV,,,,,48.217,16.3944,anonymous,DE,Yes,Male,21,,,,,,,,,,,,,,,,,,,6,,lehne völlig ab,,2,1,2,3,1,3,2,6,1,1,1,2,2,very low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-19 10:17:02,2025-11-19 10:20:46,IP Address,137.208.30.100,100,223,True,2025-11-19 10:20:46,R_8DMFpVJ3zy3PqAV,,,,,48.217,16.3944,anonymous,DE,Yes,Male,21,,,,,,,,,,,,,,,,,,,3,,,,3,5,3,1,4,5,4,7,3,2,3,4,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
2025-11-19 10:18:44,2025-11-19 10:22:25,IP Address,137.208.30.100,100,221,True,2025-11-19 10:22:26,R_8SybBoYknna7IeR,,,,,48.217,16.3944,anonymous,DE,Yes,Male,22,5,,,sehr niedrig,1,2,1,2,2,1,1,2,2,2,1,2,1,very low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
2025-11-19 11:16:05,2025-11-19 11:20:31,IP Address,137.208.30.100,100,265,True,2025-11-19 11:20:31,R_2QFe9y51DzJ50iC,,,,,48.217,16.3944,anonymous,DE,Yes,Male,23,,,,,,,,,,,,,,,,,,,6,,,,5,3,4,4,4,1,1,4,1,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes
